exp_id,household_id,food_expense,education_expense,health_expense,transport_expense
EXP000617,HH000617,5206,3482,2996,5513
EXP000618,HH000618,7246,6849,3845,2431
EXP000619,HH000619,5504,1234,8,2946
EXP000620,HH000620,4262,704,3555,6854
EXP000621,HH000621,14842,4071,1520,4505
EXP000622,HH000622,12959,6043,1361,6496
EXP000623,HH000623,10538,7557,4212,5080
EXP000624,HH000624,7877,5958,3369,5024
EXP000625,HH000625,2671,6457,1425,2954
EXP000626,HH000626,11387,5551,951,3703
EXP000627,HH000627,8409,7162,583,5476
EXP000628,HH000628,13077,2877,267,6325
EXP000629,HH000629,12282,828,3342,606
EXP000630,HH000630,6984,3938,3822,3253
EXP000631,HH000631,7638,5711,2726,4882
EXP000632,HH000632,13374,7992,1406,3397
EXP000633,HH000633,14851,6427,4563,3464
EXP000634,HH000634,13831,4829,753,6217
EXP000635,HH000635,9877,2766,1285,3938
EXP000636,HH000636,14717,1871,2093,2747
EXP000637,HH000637,3709,1634,4895,4808
EXP000638,HH000638,14419,972,4573,6525
EXP000639,HH000639,5595,7943,4420,1766
EXP000640,HH000640,6394,3034,3145,1329
EXP000641,HH000641,10422,4679,2362,1638
EXP000642,HH000642,4273,3136,3178,2779
EXP000643,HH000643,14575,663,2157,843
EXP000644,HH000644,10993,5778,626,6010
EXP000645,HH000645,5546,6030,3210,5544
EXP000646,HH000646,12608,4035,3563,5056
EXP000647,HH000647,9436,6916,3051,6642
EXP000648,HH000648,13827,1641,1891,2110
EXP000649,HH000649,5869,6059,2863,3251
EXP000650,HH000650,14036,4264,4749,5968
EXP000651,HH000651,12059,2710,2203,3498
EXP000652,HH000652,6876,5139,4941,4085
EXP000653,HH000653,3750,7382,2049,5634
EXP000654,HH000654,10372,507,3549,6539
EXP000655,HH000655,2746,5085,3177,3065
EXP000656,HH000656,9142,3422,4204,1658
EXP000657,HH000657,11936,6759,1115,1755
EXP000658,HH000658,6151,7553,2760,1340
EXP000659,HH000659,10677,5059,56,5973
EXP000660,HH000660,4349,6899,2836,6108
EXP000661,HH000661,10670,4313,4514,2522
EXP000662,HH000662,13301,4673,3587,3227
EXP000663,HH000663,13159,6751,2003,5373
EXP000664,HH000664,7609,1287,2471,1643
EXP000665,HH000665,6773,3622,2952,5118
EXP000666,HH000666,12865,6592,1125,1999
EXP000667,HH000667,13184,3173,1967,3459
EXP000668,HH000668,10402,6713,1487,6901
EXP000669,HH000669,5475,4910,4817,1863
EXP000670,HH000670,11258,4138,499,546
EXP000671,HH000671,4056,12,1163,543
EXP000672,HH000672,10590,5309,4730,4865
EXP000673,HH000673,6636,3171,175,5982
EXP000674,HH000674,10150,5494,2612,539
EXP000675,HH000675,10140,4628,2047,2128
EXP000676,HH000676,13278,860,4143,6992
EXP000677,HH000677,4683,3841,1811,2743
EXP000678,HH000678,3533,2237,1668,3588
EXP000679,HH000679,10376,5681,2931,4578
EXP000680,HH000680,6579,305,3334,2047
EXP000681,HH000681,8420,3699,981,1044
EXP000682,HH000682,6853,3024,146,997
EXP000683,HH000683,9711,1380,1792,4093
EXP000684,HH000684,3927,2742,1587,4651
EXP000685,HH000685,7561,5105,3211,1436
EXP000686,HH000686,10626,3888,3085,2156
EXP000687,HH000687,9332,5005,2494,6504
EXP000688,HH000688,6777,347,2045,758
EXP000689,HH000689,3373,5758,1780,3855
EXP000690,HH000690,9502,1748,4493,4827
EXP000691,HH000691,13645,6478,2497,1619
EXP000692,HH000692,10765,3684,422,1924
EXP000693,HH000693,7718,5522,2414,6779
EXP000694,HH000694,12939,508,3279,6702
EXP000695,HH000695,9826,5632,3888,4240
EXP000696,HH000696,8053,1296,3404,3983
EXP000697,HH000697,5186,4883,346,2254
EXP000698,HH000698,11534,2400,3255,5142
EXP000699,HH000699,2355,7211,4615,4294
EXP000700,HH000700,4216,2751,3899,1840
EXP000701,HH000701,8158,5008,634,6338
EXP000702,HH000702,4905,1613,863,3435
EXP000703,HH000703,5358,328,2499,4793
EXP000704,HH000704,10956,1166,4409,1231
EXP000705,HH000705,12871,4132,4894,1899
EXP000706,HH000706,7190,3207,1365,1781
EXP000707,HH000707,11195,2901,2590,6536
EXP000708,HH000708,4677,7342,1815,3756
EXP000709,HH000709,6898,192,399,5630
EXP000710,HH000710,13366,5420,2651,4211
EXP000711,HH000711,8420,4476,1888,1654
EXP000712,HH000712,10118,2625,1751,5704
EXP000713,HH000713,14816,2517,1693,4343
EXP000714,HH000714,3197,6858,3052,631
EXP000715,HH000715,5764,6873,3012,1366
EXP000716,HH000716,12408,4268,3060,3426
EXP000717,HH000717,12001,5166,1852,5429
EXP000718,HH000718,6375,5949,2478,4510
EXP000719,HH000719,4662,3034,3582,1038
EXP000720,HH000720,2003,2098,3071,5302
EXP000721,HH000721,7065,1659,23,5131
EXP000722,HH000722,10453,2865,1101,5423
EXP000723,HH000723,13915,5829,88,6602
EXP000724,HH000724,4241,4622,1125,6220
EXP000725,HH000725,10478,7495,365,1674
EXP000726,HH000726,4476,7878,4332,1001
EXP000727,HH000727,13887,3368,3456,5424
EXP000728,HH000728,9039,4507,652,5505
EXP000729,HH000729,9660,1494,4848,1164
EXP000730,HH000730,8837,1108,771,6400
EXP000731,HH000731,2036,194,333,3292
EXP000732,HH000732,13306,540,2646,3849
EXP000733,HH000733,2445,7704,1771,6582
EXP000734,HH000734,5763,6805,1110,4195
EXP000735,HH000735,2273,7048,2209,6342
EXP000736,HH000736,6882,4861,750,4412
EXP000737,HH000737,12855,5950,3165,804
EXP000738,HH000738,3698,6535,4997,3262
EXP000739,HH000739,11470,2080,3248,3056
EXP000740,HH000740,14928,3199,3860,5388
EXP000741,HH000741,11060,2773,2098,1851
EXP000742,HH000742,4742,453,3038,6338
EXP000743,HH000743,14529,5496,3454,3443
EXP000744,HH000744,8958,2568,135,6366
EXP000745,HH000745,4695,2769,4,4062
EXP000746,HH000746,2050,1899,2561,1297
EXP000747,HH000747,2040,3992,3885,4485
EXP000748,HH000748,7546,1455,22,2451
EXP000749,HH000749,8864,6473,1726,3091
EXP000750,HH000750,11788,4571,750,4283
EXP000751,HH000751,8658,7659,4309,3784
EXP000752,HH000752,9244,5137,2008,2797
EXP000753,HH000753,4183,7255,1949,675
EXP000754,HH000754,6239,2390,2021,5039
EXP000755,HH000755,12094,6564,1563,2311
EXP000756,HH000756,5743,4992,4318,6291
EXP000757,HH000757,6354,2917,1618,4686
EXP000758,HH000758,8041,4804,3428,1566
EXP000759,HH000759,9195,7347,402,3522
EXP000760,HH000760,6065,3566,2196,3535
EXP000761,HH000761,9415,6013,826,3084
EXP000762,HH000762,12194,2759,4468,5689
EXP000763,HH000763,10581,5928,875,5956
EXP000764,HH000764,5060,3831,4833,1262
EXP000765,HH000765,10651,7401,2994,4917
EXP000766,HH000766,14805,4538,3611,2462
EXP000767,HH000767,9982,6452,212,3114
EXP000768,HH000768,14083,6251,587,6084
EXP000769,HH000769,10015,2683,4189,4104
EXP000770,HH000770,7801,434,4400,5179
EXP000771,HH000771,8561,6933,1831,2036
EXP000772,HH000772,3346,948,4731,3064
EXP000773,HH000773,7594,4613,838,5189
EXP000774,HH000774,5032,6084,4275,1896
EXP000775,HH000775,9857,7090,4768,2274
EXP000776,HH000776,10183,7942,1586,1421
EXP000777,HH000777,12583,5689,916,6725
EXP000778,HH000778,14150,1578,3989,3107
EXP000779,HH000779,9097,5812,696,2879
EXP000780,HH000780,6868,2589,1719,4279
EXP000781,HH000781,11322,1114,3395,2915
EXP000782,HH000782,7094,3676,3692,3132
EXP000783,HH000783,13764,5132,2004,2011
EXP000784,HH000784,7286,2341,4778,4171
EXP000785,HH000785,14921,3191,2457,3804
EXP000786,HH000786,11329,508,1721,4815
EXP000787,HH000787,9885,3715,1410,3278
EXP000788,HH000788,9742,4815,4331,6858
EXP000789,HH000789,14095,622,4900,5413
EXP000790,HH000790,5924,2580,354,2196
EXP000791,HH000791,11291,4092,1454,4181
EXP000792,HH000792,4761,989,408,3177
EXP000793,HH000793,6156,7709,334,4702
EXP000794,HH000794,6532,7659,916,4510
EXP000795,HH000795,5265,4766,1341,6542
EXP000796,HH000796,3128,7583,810,1286
EXP000797,HH000797,5631,2838,2580,4854
EXP000798,HH000798,11972,6626,3133,4511
EXP000799,HH000799,12567,2070,1766,6025
EXP000800,HH000800,9790,5625,4009,3305
EXP000801,HH000801,9021,3243,4938,618
EXP000802,HH000802,10423,5540,4328,4544
EXP000803,HH000803,6283,4929,69,3114
EXP000804,HH000804,4623,4463,2404,5165
EXP000805,HH000805,9953,1119,4268,3152
EXP000806,HH000806,2716,4186,893,5375
EXP000807,HH000807,10951,7975,4631,3801
EXP000808,HH000808,3754,4309,4863,3955
EXP000809,HH000809,6026,5130,1750,2589
EXP000810,HH000810,3971,7037,3238,5591
EXP000811,HH000811,9343,4431,338,1920
EXP000812,HH000812,12955,4216,3562,5688
EXP000813,HH000813,10778,7125,1564,1062
EXP000814,HH000814,7282,2426,896,772
EXP000815,HH000815,4391,2328,81,2202
EXP000816,HH000816,14538,7855,3357,3116
EXP000817,HH000817,2225,6115,4478,6400
EXP000818,HH000818,6708,529,3235,3822
EXP000819,HH000819,6996,1316,2545,4929
EXP000820,HH000820,4782,2476,2526,5933
EXP000821,HH000821,4360,7289,3817,6221
EXP000822,HH000822,11568,7330,4013,1053
EXP000823,HH000823,11511,269,4570,566
EXP000824,HH000824,13659,5267,1131,2305
EXP000825,HH000825,10832,2832,82,1735
EXP000826,HH000826,11209,1972,3076,5512
EXP000827,HH000827,9633,1296,2369,6747
EXP000828,HH000828,6966,2574,2014,6300
EXP000829,HH000829,7908,4112,2911,3663
EXP000830,HH000830,5594,3933,4220,2905
EXP000831,HH000831,9230,4308,3425,4955
EXP000832,HH000832,8708,5166,1305,4845
EXP000833,HH000833,11955,5491,3528,666
EXP000834,HH000834,5649,4947,4743,595
EXP000835,HH000835,7343,5207,2345,1698
EXP000836,HH000836,5769,6973,3018,5657
EXP000837,HH000837,3955,7896,3579,3639
EXP000838,HH000838,7940,5080,4987,688
EXP000839,HH000839,5799,7703,863,2483
EXP000840,HH000840,14247,2606,2965,6445
EXP000841,HH000841,14037,18,1324,5057
EXP000842,HH000842,9698,5057,2178,5130
EXP000843,HH000843,7456,5258,1653,6286
EXP000844,HH000844,13920,5595,188,3767
EXP000845,HH000845,4172,7782,4326,3717
EXP000846,HH000846,11810,7396,2356,3400
EXP000847,HH000847,9603,6911,1506,6470
EXP000848,HH000848,9688,553,1688,4910
EXP000849,HH000849,10021,5434,4381,1328
EXP000850,HH000850,9953,4964,712,2419
EXP000851,HH000851,4405,2168,2570,6822
EXP000852,HH000852,11268,7107,3119,3629
EXP000853,HH000853,5027,121,3297,1274
EXP000854,HH000854,13181,2919,3145,4700
EXP000855,HH000855,7257,2174,2464,5945
EXP000856,HH000856,3726,3614,1863,831
EXP000857,HH000857,10429,5472,1517,1141
EXP000858,HH000858,14885,1919,3057,4798
EXP000859,HH000859,6596,4318,788,6268
EXP000860,HH000860,3686,7239,4831,3986
EXP000861,HH000861,10875,1902,1346,2195
EXP000862,HH000862,14883,4384,1845,2645
EXP000863,HH000863,2851,4431,4028,5444
EXP000864,HH000864,13489,7003,3704,4789
EXP000865,HH000865,6040,5737,4131,2167
EXP000866,HH000866,6837,2644,867,3548
EXP000867,HH000867,5215,3748,1948,3743
EXP000868,HH000868,10326,2718,290,6241
EXP000869,HH000869,5833,3932,2030,1759
EXP000870,HH000870,7756,7628,2687,2797
EXP000871,HH000871,10619,1,1672,5797
EXP000872,HH000872,4773,2702,3937,3440
EXP000873,HH000873,9792,6910,2669,4580
EXP000874,HH000874,12667,3768,4679,3432
EXP000875,HH000875,5692,7150,410,5331
EXP000876,HH000876,14389,306,1404,4486
EXP000877,HH000877,12535,637,60,2906
EXP000878,HH000878,13923,2591,4763,1396
EXP000879,HH000879,11349,2670,4799,1595
EXP000880,HH000880,14939,7118,3670,3543
EXP000881,HH000881,10904,2368,2006,4411
EXP000882,HH000882,13560,204,9,5597
EXP000883,HH000883,13283,4291,220,4161
EXP000884,HH000884,4395,2759,3544,5985
EXP000885,HH000885,14855,7383,244,6299
EXP000886,HH000886,8242,4844,2865,6172
EXP000887,HH000887,3171,3208,4745,3501
EXP000888,HH000888,10189,5638,1860,1389
EXP000889,HH000889,9665,4568,2633,981
EXP000890,HH000890,8881,1648,4537,5630
EXP000891,HH000891,3337,2029,3203,4303
EXP000892,HH000892,8435,1850,4094,6549
EXP000893,HH000893,2279,2266,645,5863
EXP000894,HH000894,14236,6746,3558,2354
EXP000895,HH000895,3753,413,4974,527
EXP000896,HH000896,7291,5561,377,2204
EXP000897,HH000897,5020,5494,935,2451
EXP000898,HH000898,11327,2024,4826,4099
EXP000899,HH000899,2243,5953,253,1613
EXP000900,HH000900,9369,879,3723,4925
EXP000901,HH000901,6913,4147,844,4543
EXP000902,HH000902,12884,4094,4189,3243
EXP000903,HH000903,11892,5594,2669,4501
EXP000904,HH000904,7527,7234,1930,2657
EXP000905,HH000905,7390,3572,2617,6230
EXP000906,HH000906,13629,2834,236,6081
EXP000907,HH000907,13549,1295,3978,763
EXP000908,HH000908,5122,3280,499,6927
EXP000909,HH000909,10802,7991,4904,2591
EXP000910,HH000910,10894,2655,4574,6202
EXP000911,HH000911,9910,1734,2359,5627
EXP000912,HH000912,4205,7575,3391,3730
EXP000913,HH000913,14068,606,1930,6315
EXP000914,HH000914,9474,5657,3211,6050
EXP000915,HH000915,10082,3461,3377,4843
EXP000916,HH000916,2824,1496,1988,4796
EXP000917,HH000917,6829,3573,3455,2953
EXP000918,HH000918,8057,4120,4180,6211
EXP000919,HH000919,9998,4979,3892,1170
EXP000920,HH000920,2654,941,4081,828
EXP000921,HH000921,3844,4197,4129,6782
EXP000922,HH000922,6432,6421,1162,6630
EXP000923,HH000923,9817,3873,1151,2299
EXP000924,HH000924,11560,5663,1505,3802
EXP000925,HH000925,11514,1371,872,4534
EXP000926,HH000926,11218,1841,4316,4404
EXP000927,HH000927,14980,1887,1381,1486
EXP000928,HH000928,10013,4520,3006,2968
EXP000929,HH000929,5037,5395,908,1559
EXP000930,HH000930,9699,3282,4457,2476
EXP000931,HH000931,14886,6267,1238,4766
EXP000932,HH000932,6289,3533,3486,4558
EXP000933,HH000933,13407,4997,803,654
EXP000934,HH000934,6868,3527,2157,772
EXP000935,HH000935,3751,3692,4131,1300
EXP000936,HH000936,12394,3391,4937,1450
EXP000937,HH000937,9301,3669,3543,2657
EXP000938,HH000938,5143,1187,1625,3299
EXP000939,HH000939,12023,1818,41,5476
EXP000940,HH000940,11297,6723,4816,6496
EXP000941,HH000941,10758,4796,3367,801
EXP000942,HH000942,12290,1012,1629,6894
EXP000943,HH000943,2806,5545,871,1825
EXP000944,HH000944,11834,403,272,6563
EXP000945,HH000945,2074,4217,2303,4762
EXP000946,HH000946,11749,371,4494,5782
EXP000947,HH000947,2358,178,3253,1839
EXP000948,HH000948,2834,6026,4330,2196
EXP000949,HH000949,2837,1396,4671,4170
EXP000950,HH000950,4362,7468,2439,5465
EXP000951,HH000951,4375,6531,1384,5902
EXP000952,HH000952,12705,5149,4704,883
EXP000953,HH000953,11017,1835,140,4880
EXP000954,HH000954,7726,1963,2094,873
EXP000955,HH000955,10137,6849,3704,2650
EXP000956,HH000956,2067,4613,1702,4721
EXP000957,HH000957,8064,7506,1803,6701
EXP000958,HH000958,3154,543,2802,3787
EXP000959,HH000959,11317,1202,3102,5909
EXP000960,HH000960,13501,6299,1303,5848
EXP000961,HH000961,3905,4935,3921,1274
EXP000962,HH000962,13229,242,1332,5855
EXP000963,HH000963,14373,680,261,6284
EXP000964,HH000964,5980,2649,3988,6126
EXP000965,HH000965,7526,1346,2507,2210
EXP000966,HH000966,4802,3371,129,6223
EXP000967,HH000967,13251,7571,4527,935
EXP000968,HH000968,6294,4288,1450,2315
EXP000969,HH000969,12004,4992,892,2258
EXP000970,HH000970,10737,6007,2315,5871
EXP000971,HH000971,7435,6952,2842,5459
EXP000972,HH000972,9080,1785,569,2440
EXP000973,HH000973,5696,7225,441,4755
EXP000974,HH000974,6943,4899,2923,1325
EXP000975,HH000975,4306,6140,79,5527
EXP000976,HH000976,5292,5356,541,6188
EXP000977,HH000977,5076,2062,4224,3205
EXP000978,HH000978,9866,1271,3737,5764
EXP000979,HH000979,13295,5948,27,4547
EXP000980,HH000980,12567,4096,1374,6791
EXP000981,HH000981,13529,1372,225,2471
EXP000982,HH000982,14270,1856,1852,5139
EXP000983,HH000983,6489,6055,2639,1765
EXP000984,HH000984,13150,6388,1904,1459
EXP000985,HH000985,14908,3977,4913,991
EXP000986,HH000986,3969,3941,1229,3064
EXP000987,HH000987,8424,2894,4854,1841
EXP000988,HH000988,7554,1681,1818,2910
EXP000989,HH000989,7112,3922,10,2315
EXP000990,HH000990,5050,4451,2586,6385
EXP000991,HH000991,6483,4699,4857,2381
EXP000992,HH000992,13029,6156,4459,2181
EXP000993,HH000993,12677,2388,2455,5013
EXP000994,HH000994,11957,6392,3669,752
EXP000995,HH000995,12292,842,3980,824
EXP000996,HH000996,10119,1368,3165,692
EXP000997,HH000997,9170,7234,4762,5728
EXP000998,HH000998,11200,4859,2022,6245
EXP000999,HH000999,10117,3198,3839,6175
EXP001000,HH001000,9958,1043,1090,1786
EXP001001,HH001001,13721,2850,1653,3631
EXP001002,HH001002,12308,5985,1081,754
EXP001003,HH001003,13264,4823,1109,4003
EXP001004,HH001004,4735,4021,2926,3129
EXP001005,HH001005,14831,3953,1926,503
EXP001006,HH001006,7615,3617,3871,1181
EXP001007,HH001007,2365,3316,4968,3163
EXP001008,HH001008,2950,1352,4755,2258
EXP001009,HH001009,14196,4761,462,2675
EXP001010,HH001010,6271,3668,381,6365
EXP001011,HH001011,4546,7314,1109,6453
EXP001012,HH001012,2293,1009,1135,3574
EXP001013,HH001013,4481,7351,1782,2943
EXP001014,HH001014,8501,961,1835,2844
EXP001015,HH001015,7926,1882,3602,3922
EXP001016,HH001016,5388,372,359,6502
EXP001017,HH001017,13743,1669,3774,6414
EXP001018,HH001018,7047,7302,4609,4015
EXP001019,HH001019,9222,3682,4718,5465
EXP001020,HH001020,12329,3417,176,3947
EXP001021,HH001021,9725,5377,3798,645
EXP001022,HH001022,8754,272,3810,1409
EXP001023,HH001023,6011,917,1253,2231
EXP001024,HH001024,10847,7677,221,6673
EXP001025,HH001025,4759,3921,2667,1266
EXP001026,HH001026,8378,389,2865,787
EXP001027,HH001027,5169,441,647,5775
EXP001028,HH001028,11234,2177,1280,3248
EXP001029,HH001029,11313,2780,1716,4406
EXP001030,HH001030,12643,2694,2646,1598
EXP001031,HH001031,8888,5051,4270,2881
EXP001032,HH001032,5772,4781,751,6358
EXP001033,HH001033,5596,1633,4174,6873
EXP001034,HH001034,7982,4681,990,740
EXP001035,HH001035,6508,5503,3242,5894
EXP001036,HH001036,14688,17,4942,5275
EXP001037,HH001037,14498,4474,4222,5707
EXP001038,HH001038,13989,1601,2748,5133
EXP001039,HH001039,2322,6366,4871,3550
EXP001040,HH001040,2907,2495,2278,720
EXP001041,HH001041,14695,4979,1484,3141
EXP001042,HH001042,11947,30,1525,1779
EXP001043,HH001043,8141,6757,1791,6191
EXP001044,HH001044,7427,325,4462,5956
EXP001045,HH001045,2540,348,1548,4894
EXP001046,HH001046,6537,4758,2141,6180
EXP001047,HH001047,14388,216,3684,3648
EXP001048,HH001048,12175,5894,116,662
EXP001049,HH001049,8609,234,167,4271
EXP001050,HH001050,9622,826,165,6599
EXP001051,HH001051,11113,5149,3190,5360
EXP001052,HH001052,13040,3744,452,3049
EXP001053,HH001053,14563,4196,3953,4231
EXP001054,HH001054,13331,6389,2800,6974
EXP001055,HH001055,5628,4543,1765,2478
EXP001056,HH001056,3373,4215,1895,4387
EXP001057,HH001057,7880,3337,2488,2931
EXP001058,HH001058,6207,5526,2071,4018
EXP001059,HH001059,9673,7259,3688,3927
EXP001060,HH001060,11889,344,4006,6149
EXP001061,HH001061,12159,4486,4782,4753
EXP001062,HH001062,7329,839,391,3289
EXP001063,HH001063,7779,5221,477,1645
EXP001064,HH001064,8200,7321,2394,1409
EXP001065,HH001065,9378,7000,3018,913
EXP001066,HH001066,7504,5054,1225,2152
EXP001067,HH001067,4829,7637,321,1203
EXP001068,HH001068,3376,5253,590,2577
EXP001069,HH001069,4599,6957,26,2432
EXP001070,HH001070,7294,6338,3300,3208
EXP001071,HH001071,4549,3535,2200,3824
EXP001072,HH001072,3132,654,4117,730
EXP001073,HH001073,5625,3757,3886,2239
EXP001074,HH001074,4258,182,1933,4751
EXP001075,HH001075,3076,3777,845,4225
EXP001076,HH001076,5717,399,4029,1304
EXP001077,HH001077,3573,3479,3743,5143
EXP001078,HH001078,3987,5369,534,986
EXP001079,HH001079,10358,3402,4663,6424
EXP001080,HH001080,4694,7704,4069,3779
EXP001081,HH001081,5504,7080,3609,5694
EXP001082,HH001082,8096,6672,4951,5577
EXP001083,HH001083,11451,1702,4558,4591
EXP001084,HH001084,5145,1670,651,5129
EXP001085,HH001085,10570,34,3723,4305
EXP001086,HH001086,4478,1837,1811,4857
EXP001087,HH001087,13970,4243,535,2342
EXP001088,HH001088,5641,7114,4444,3854
EXP001089,HH001089,14819,3167,4962,6219
EXP001090,HH001090,11597,5546,4893,3819
EXP001091,HH001091,2284,5130,3644,4375
EXP001092,HH001092,11797,3247,592,4892
EXP001093,HH001093,2570,1685,2893,1970
EXP001094,HH001094,2213,235,3880,1937
EXP001095,HH001095,7977,7943,2812,3222
EXP001096,HH001096,7406,2936,3814,2943
EXP001097,HH001097,5860,3721,3817,3478
EXP001098,HH001098,12286,2978,47,3949
EXP001099,HH001099,9532,2828,2982,6284
EXP001100,HH001100,6458,1897,3561,2062
EXP001101,HH001101,10055,13,996,3741
EXP001102,HH001102,8411,3651,951,5810
EXP001103,HH001103,9367,4829,3204,1785
EXP001104,HH001104,12431,5534,1457,6786
EXP001105,HH001105,9431,2372,4435,2468
EXP001106,HH001106,5947,1475,3177,2901
EXP001107,HH001107,13748,1539,1448,5118
EXP001108,HH001108,14842,1285,4313,5285
EXP001109,HH001109,14181,3548,3950,1549
EXP001110,HH001110,11309,770,2010,544
EXP001111,HH001111,11624,4122,1795,5137
EXP001112,HH001112,7451,413,2122,2314
EXP001113,HH001113,6578,1924,3390,3371
EXP001114,HH001114,2584,6895,3457,2968
EXP001115,HH001115,5402,7429,2818,6971
EXP001116,HH001116,3334,2997,201,2459
EXP001117,HH001117,5546,2894,892,2813
EXP001118,HH001118,8781,2544,2297,3117
EXP001119,HH001119,7848,2696,1000,4718
EXP001120,HH001120,6481,1680,4407,6890
EXP001121,HH001121,10283,3323,2581,934
EXP001122,HH001122,7709,1219,2199,6546
EXP001123,HH001123,3639,2362,4868,4986
EXP001124,HH001124,3214,6226,2551,1916
EXP001125,HH001125,14402,7107,1713,824
EXP001126,HH001126,9150,815,2849,4103
EXP001127,HH001127,2188,7769,2478,1625
EXP001128,HH001128,6142,3178,2703,1205
EXP001129,HH001129,4935,6113,3347,2163
EXP001130,HH001130,14119,4456,190,3772
EXP001131,HH001131,12012,7655,4578,3324
EXP001132,HH001132,10389,5943,2038,2581
EXP001133,HH001133,3468,2204,4427,3148
EXP001134,HH001134,14386,5055,1606,2136
EXP001135,HH001135,14910,2742,0,1576
EXP001136,HH001136,9586,917,1692,2631
EXP001137,HH001137,12655,3519,4034,1539
EXP001138,HH001138,6180,6540,2658,4528
EXP001139,HH001139,12947,3494,4472,946
EXP001140,HH001140,7193,4276,2259,1510
EXP001141,HH001141,7909,4797,1812,5733
EXP001142,HH001142,12940,5143,3981,3573
EXP001143,HH001143,2371,5020,684,1553
EXP001144,HH001144,4013,7581,2555,1673
EXP001145,HH001145,5183,2930,712,4671
EXP001146,HH001146,4477,4487,1827,5587
EXP001147,HH001147,3848,3170,1955,892
EXP001148,HH001148,13945,2644,3707,4550
EXP001149,HH001149,11518,917,1096,1618
EXP001150,HH001150,5042,3794,1168,6570
EXP001151,HH001151,6350,4649,4752,4666
EXP001152,HH001152,11602,4260,3742,4730
EXP001153,HH001153,5510,2549,825,1519
EXP001154,HH001154,13112,2624,4329,6956
