income_id,household_id,monthly_income,income_source
INC000777,HH000777,71174,Daily Wage
INC000778,HH000778,11526,Daily Wage
INC000779,HH000779,34449,Salary
INC000780,HH000780,29722,Agriculture
INC000781,HH000781,101446,Daily Wage
INC000782,HH000782,26042,Daily Wage
INC000783,HH000783,68336,Business
INC000784,HH000784,21893,Salary
INC000785,HH000785,59128,Business
INC000786,HH000786,36284,Salary
INC000787,HH000787,14201,Business
INC000788,HH000788,18392,Agriculture
INC000789,HH000789,82172,Agriculture
INC000790,HH000790,99935,Business
INC000791,HH000791,50872,Business
INC000792,HH000792,30031,Agriculture
INC000793,HH000793,59625,Salary
INC000794,HH000794,104585,Daily Wage
INC000795,HH000795,50401,Business
INC000796,HH000796,13988,Business
INC000797,HH000797,103942,Agriculture
INC000798,HH000798,49805,Agriculture
INC000799,HH000799,112339,Salary
INC000800,HH000800,33465,Agriculture
INC000801,HH000801,106202,Daily Wage
INC000802,HH000802,42994,Daily Wage
INC000803,HH000803,74033,Business
INC000804,HH000804,20140,Daily Wage
INC000805,HH000805,98758,Daily Wage
INC000806,HH000806,99307,Agriculture
INC000807,HH000807,106655,Agriculture
INC000808,HH000808,104040,Business
INC000809,HH000809,44418,Business
INC000810,HH000810,59304,Business
INC000811,HH000811,57503,Daily Wage
INC000812,HH000812,104457,Daily Wage
INC000813,HH000813,62438,Salary
INC000814,HH000814,49761,Business
INC000815,HH000815,81531,Agriculture
INC000816,HH000816,80740,Business
INC000817,HH000817,70298,Agriculture
INC000818,HH000818,110953,Salary
INC000819,HH000819,32498,Salary
INC000820,HH000820,45681,Agriculture
INC000821,HH000821,62057,Daily Wage
INC000822,HH000822,117125,Daily Wage
INC000823,HH000823,60403,Daily Wage
INC000824,HH000824,87489,Agriculture
INC000825,HH000825,61268,Salary
INC000826,HH000826,73887,Salary
INC000827,HH000827,76509,Daily Wage
INC000828,HH000828,108478,Salary
INC000829,HH000829,109595,Agriculture
INC000830,HH000830,81146,Daily Wage
INC000831,HH000831,40337,Salary
INC000832,HH000832,99417,Salary
INC000833,HH000833,103396,Agriculture
INC000834,HH000834,41204,Daily Wage
INC000835,HH000835,83063,Agriculture
INC000836,HH000836,48007,Salary
INC000837,HH000837,92307,Daily Wage
INC000838,HH000838,62482,Business
INC000839,HH000839,54602,Daily Wage
INC000840,HH000840,74946,Agriculture
INC000841,HH000841,96561,Daily Wage
INC000842,HH000842,31650,Daily Wage
INC000843,HH000843,9599,Agriculture
INC000844,HH000844,103730,Salary
INC000845,HH000845,97700,Daily Wage
INC000846,HH000846,83620,Salary
INC000847,HH000847,111828,Salary
INC000848,HH000848,53141,Business
INC000849,HH000849,114035,Daily Wage
INC000850,HH000850,102009,Business
INC000851,HH000851,104937,Business
INC000852,HH000852,42678,Daily Wage
INC000853,HH000853,58681,Daily Wage
INC000854,HH000854,85417,Salary
INC000855,HH000855,88118,Daily Wage
INC000856,HH000856,60095,Agriculture
INC000857,HH000857,21588,Agriculture
INC000858,HH000858,105217,Daily Wage
INC000859,HH000859,49414,Salary
INC000860,HH000860,61449,Daily Wage
INC000861,HH000861,36674,Agriculture
INC000862,HH000862,31511,Salary
INC000863,HH000863,22156,Business
INC000864,HH000864,23687,Business
INC000865,HH000865,54782,Salary
INC000866,HH000866,68288,Business
INC000867,HH000867,20867,Business
INC000868,HH000868,9992,Agriculture
INC000869,HH000869,104964,Business
INC000870,HH000870,83895,Agriculture
INC000871,HH000871,84922,Agriculture
INC000872,HH000872,77900,Daily Wage
INC000873,HH000873,112327,Agriculture
INC000874,HH000874,102319,Business
INC000875,HH000875,40331,Salary
INC000876,HH000876,88874,Salary
INC000877,HH000877,98193,Agriculture
INC000878,HH000878,103774,Agriculture
INC000879,HH000879,108549,Daily Wage
INC000880,HH000880,35319,Salary
INC000881,HH000881,26936,Daily Wage
INC000882,HH000882,80728,Business
INC000883,HH000883,82663,Agriculture
INC000884,HH000884,11279,Business
INC000885,HH000885,99503,Salary
INC000886,HH000886,118147,Salary
INC000887,HH000887,55644,Daily Wage
INC000888,HH000888,30537,Salary
INC000889,HH000889,93413,Daily Wage
INC000890,HH000890,20278,Salary
INC000891,HH000891,63603,Business
INC000892,HH000892,63122,Business
INC000893,HH000893,91591,Daily Wage
INC000894,HH000894,16397,Agriculture
INC000895,HH000895,72632,Agriculture
INC000896,HH000896,103991,Business
INC000897,HH000897,107797,Agriculture
INC000898,HH000898,39955,Daily Wage
INC000899,HH000899,28520,Salary
INC000900,HH000900,75742,Agriculture
INC000901,HH000901,33665,Agriculture
INC000902,HH000902,52841,Agriculture
INC000903,HH000903,116029,Agriculture
INC000904,HH000904,109282,Salary
INC000905,HH000905,114999,Daily Wage
INC000906,HH000906,24592,Business
INC000907,HH000907,45318,Agriculture
INC000908,HH000908,23118,Agriculture
INC000909,HH000909,75060,Salary
INC000910,HH000910,106416,Agriculture
INC000911,HH000911,119442,Daily Wage
INC000912,HH000912,68572,Agriculture
INC000913,HH000913,94098,Salary
INC000914,HH000914,24389,Daily Wage
INC000915,HH000915,65378,Agriculture
INC000916,HH000916,14023,Daily Wage
INC000917,HH000917,78021,Salary
INC000918,HH000918,76375,Business
INC000919,HH000919,15847,Agriculture
INC000920,HH000920,33496,Salary
INC000921,HH000921,32666,Business
INC000922,HH000922,41097,Agriculture
INC000923,HH000923,27254,Salary
INC000924,HH000924,94479,Agriculture
INC000925,HH000925,75819,Business
INC000926,HH000926,47260,Agriculture
INC000927,HH000927,60528,Daily Wage
INC000928,HH000928,114141,Daily Wage
INC000929,HH000929,110734,Salary
INC000930,HH000930,79463,Salary
INC000931,HH000931,76690,Business
INC000932,HH000932,98698,Business
INC000933,HH000933,48478,Agriculture
INC000934,HH000934,26074,Salary
INC000935,HH000935,36339,Salary
INC000936,HH000936,55572,Agriculture
INC000937,HH000937,66837,Agriculture
INC000938,HH000938,100483,Business
INC000939,HH000939,13883,Daily Wage
INC000940,HH000940,12698,Daily Wage
INC000941,HH000941,73601,Daily Wage
INC000942,HH000942,72969,Agriculture
INC000943,HH000943,91646,Daily Wage
INC000944,HH000944,48328,Business
INC000945,HH000945,116308,Business
INC000946,HH000946,49788,Agriculture
INC000947,HH000947,54787,Agriculture
INC000948,HH000948,118678,Salary
INC000949,HH000949,117571,Business
INC000950,HH000950,73022,Daily Wage
INC000951,HH000951,26738,Daily Wage
INC000952,HH000952,28816,Agriculture
INC000953,HH000953,63080,Daily Wage
INC000954,HH000954,113661,Agriculture
INC000955,HH000955,18895,Daily Wage
INC000956,HH000956,104217,Business
INC000957,HH000957,98493,Salary
INC000958,HH000958,113478,Daily Wage
INC000959,HH000959,81982,Daily Wage
INC000960,HH000960,71869,Daily Wage
INC000961,HH000961,72997,Salary
INC000962,HH000962,90744,Daily Wage
INC000963,HH000963,67189,Daily Wage
INC000964,HH000964,23287,Agriculture
INC000965,HH000965,106487,Agriculture
INC000966,HH000966,33404,Business
INC000967,HH000967,103874,Agriculture
INC000968,HH000968,90892,Daily Wage
INC000969,HH000969,85475,Agriculture
INC000970,HH000970,21712,Salary
INC000971,HH000971,70881,Agriculture
INC000972,HH000972,66626,Daily Wage
INC000973,HH000973,18814,Salary
INC000974,HH000974,117694,Agriculture
INC000975,HH000975,80753,Agriculture
INC000976,HH000976,119083,Daily Wage
INC000977,HH000977,32746,Salary
INC000978,HH000978,99591,Daily Wage
INC000979,HH000979,92945,Daily Wage
INC000980,HH000980,10240,Business
INC000981,HH000981,101404,Salary
INC000982,HH000982,114317,Agriculture
INC000983,HH000983,21230,Agriculture
INC000984,HH000984,37450,Business
INC000985,HH000985,8166,Salary
INC000986,HH000986,46683,Agriculture
INC000987,HH000987,97183,Agriculture
INC000988,HH000988,69643,Daily Wage
INC000989,HH000989,43113,Business
INC000990,HH000990,103051,Business
INC000991,HH000991,49102,Agriculture
INC000992,HH000992,16537,Business
INC000993,HH000993,34015,Salary
INC000994,HH000994,18095,Agriculture
INC000995,HH000995,57915,Business
INC000996,HH000996,40352,Business
INC000997,HH000997,45461,Daily Wage
INC000998,HH000998,63713,Daily Wage
INC000999,HH000999,9987,Daily Wage
INC001000,HH001000,24829,Agriculture
INC001001,HH001001,33303,Daily Wage
INC001002,HH001002,22371,Daily Wage
INC001003,HH001003,39598,Agriculture
INC001004,HH001004,86842,Business
INC001005,HH001005,57269,Business
INC001006,HH001006,70964,Business
INC001007,HH001007,90341,Salary
INC001008,HH001008,55628,Daily Wage
INC001009,HH001009,109830,Daily Wage
INC001010,HH001010,35504,Daily Wage
INC001011,HH001011,28316,Agriculture
INC001012,HH001012,115041,Salary
INC001013,HH001013,91590,Business
INC001014,HH001014,86531,Daily Wage
INC001015,HH001015,22784,Business
INC001016,HH001016,62097,Salary
INC001017,HH001017,18100,Salary
INC001018,HH001018,49785,Business
INC001019,HH001019,36861,Salary
INC001020,HH001020,50302,Agriculture
INC001021,HH001021,83219,Business
INC001022,HH001022,84081,Business
INC001023,HH001023,46877,Daily Wage
INC001024,HH001024,11192,Salary
INC001025,HH001025,14357,Business
INC001026,HH001026,28005,Salary
INC001027,HH001027,105816,Business
INC001028,HH001028,21639,Salary
INC001029,HH001029,55818,Business
INC001030,HH001030,10360,Daily Wage
INC001031,HH001031,65350,Agriculture
INC001032,HH001032,19447,Daily Wage
INC001033,HH001033,71979,Daily Wage
INC001034,HH001034,115743,Daily Wage
INC001035,HH001035,90530,Salary
INC001036,HH001036,68938,Business
INC001037,HH001037,105993,Salary
INC001038,HH001038,79347,Salary
INC001039,HH001039,55868,Daily Wage
INC001040,HH001040,102179,Business
INC001041,HH001041,46755,Agriculture
INC001042,HH001042,70572,Agriculture
INC001043,HH001043,115510,Salary
INC001044,HH001044,27192,Agriculture
INC001045,HH001045,28701,Agriculture
INC001046,HH001046,90489,Agriculture
INC001047,HH001047,15304,Daily Wage
INC001048,HH001048,98315,Salary
INC001049,HH001049,68924,Daily Wage
INC001050,HH001050,64664,Business
INC001051,HH001051,83907,Business
INC001052,HH001052,49351,Business
INC001053,HH001053,94337,Business
INC001054,HH001054,29035,Agriculture
INC001055,HH001055,95117,Salary
INC001056,HH001056,29890,Business
INC001057,HH001057,98813,Daily Wage
INC001058,HH001058,111580,Business
INC001059,HH001059,19963,Business
INC001060,HH001060,119129,Salary
INC001061,HH001061,115541,Salary
INC001062,HH001062,91200,Daily Wage
INC001063,HH001063,98102,Salary
INC001064,HH001064,19978,Salary
INC001065,HH001065,76131,Agriculture
INC001066,HH001066,12588,Business
INC001067,HH001067,83279,Salary
INC001068,HH001068,105494,Daily Wage
INC001069,HH001069,61944,Daily Wage
INC001070,HH001070,15823,Business
INC001071,HH001071,24981,Agriculture
INC001072,HH001072,25521,Salary
INC001073,HH001073,25300,Daily Wage
INC001074,HH001074,93174,Business
INC001075,HH001075,71955,Agriculture
INC001076,HH001076,27023,Business
INC001077,HH001077,71311,Business
INC001078,HH001078,110977,Daily Wage
INC001079,HH001079,21574,Agriculture
INC001080,HH001080,28241,Agriculture
INC001081,HH001081,25961,Agriculture
INC001082,HH001082,76559,Business
INC001083,HH001083,59945,Salary
INC001084,HH001084,68662,Daily Wage
INC001085,HH001085,119055,Salary
INC001086,HH001086,71841,Daily Wage
INC001087,HH001087,61609,Agriculture
INC001088,HH001088,38741,Daily Wage
INC001089,HH001089,77290,Agriculture
INC001090,HH001090,30659,Agriculture
INC001091,HH001091,15252,Daily Wage
INC001092,HH001092,40487,Salary
INC001093,HH001093,105519,Business
INC001094,HH001094,47456,Agriculture
INC001095,HH001095,39394,Business
INC001096,HH001096,43390,Agriculture
INC001097,HH001097,88972,Business
INC001098,HH001098,81135,Agriculture
INC001099,HH001099,35872,Agriculture
INC001100,HH001100,74058,Agriculture
INC001101,HH001101,75637,Daily Wage
INC001102,HH001102,81179,Agriculture
INC001103,HH001103,39498,Daily Wage
INC001104,HH001104,41247,Salary
INC001105,HH001105,91935,Business
INC001106,HH001106,59725,Daily Wage
INC001107,HH001107,82069,Business
INC001108,HH001108,103246,Business
INC001109,HH001109,95546,Salary
INC001110,HH001110,41792,Daily Wage
INC001111,HH001111,113624,Salary
INC001112,HH001112,32266,Business
INC001113,HH001113,95511,Business
INC001114,HH001114,32773,Agriculture
INC001115,HH001115,70580,Business
INC001116,HH001116,86323,Salary
INC001117,HH001117,47203,Business
INC001118,HH001118,108715,Daily Wage
INC001119,HH001119,60741,Business
INC001120,HH001120,117744,Agriculture
INC001121,HH001121,117698,Business
INC001122,HH001122,52261,Business
INC001123,HH001123,86236,Salary
INC001124,HH001124,48265,Agriculture
INC001125,HH001125,36585,Agriculture
INC001126,HH001126,44107,Daily Wage
INC001127,HH001127,51042,Salary
INC001128,HH001128,36767,Salary
INC001129,HH001129,32278,Agriculture
INC001130,HH001130,39542,Salary
INC001131,HH001131,44015,Agriculture
INC001132,HH001132,88011,Daily Wage
INC001133,HH001133,109060,Salary
INC001134,HH001134,85821,Daily Wage
INC001135,HH001135,49837,Business
INC001136,HH001136,65247,Business
INC001137,HH001137,57766,Daily Wage
INC001138,HH001138,24050,Business
INC001139,HH001139,42778,Business
INC001140,HH001140,96536,Salary
INC001141,HH001141,68428,Business
INC001142,HH001142,36788,Business
INC001143,HH001143,78445,Agriculture
INC001144,HH001144,77041,Business
INC001145,HH001145,16022,Business
INC001146,HH001146,20632,Agriculture
INC001147,HH001147,97929,Business
INC001148,HH001148,112606,Salary
INC001149,HH001149,74572,Business
INC001150,HH001150,117778,Business
INC001151,HH001151,117436,Agriculture
INC001152,HH001152,110156,Salary
INC001153,HH001153,58073,Daily Wage
INC001154,HH001154,103994,Business
INC001155,HH001155,16978,Agriculture
INC001156,HH001156,15376,Business
INC001157,HH001157,35578,Business
INC001158,HH001158,26573,Daily Wage
INC001159,HH001159,40287,Daily Wage
INC001160,HH001160,100208,Salary
INC001161,HH001161,29535,Salary
INC001162,HH001162,13849,Daily Wage
INC001163,HH001163,58506,Salary
INC001164,HH001164,107099,Daily Wage
INC001165,HH001165,116814,Salary
INC001166,HH001166,59935,Salary
INC001167,HH001167,23199,Business
INC001168,HH001168,71166,Agriculture
INC001169,HH001169,83898,Business
INC001170,HH001170,75042,Business
INC001171,HH001171,10435,Agriculture
INC001172,HH001172,30777,Daily Wage
INC001173,HH001173,50945,Agriculture
INC001174,HH001174,39652,Salary
INC001175,HH001175,89540,Business
INC001176,HH001176,90013,Daily Wage
INC001177,HH001177,116914,Business
INC001178,HH001178,57511,Business
INC001179,HH001179,70078,Business
INC001180,HH001180,81805,Daily Wage
INC001181,HH001181,39839,Business
INC001182,HH001182,45694,Business
INC001183,HH001183,104894,Daily Wage
INC001184,HH001184,62688,Daily Wage
INC001185,HH001185,57791,Salary
INC001186,HH001186,33523,Daily Wage
INC001187,HH001187,12726,Agriculture
INC001188,HH001188,26786,Agriculture
INC001189,HH001189,47631,Business
INC001190,HH001190,89104,Agriculture
INC001191,HH001191,15404,Business
INC001192,HH001192,31523,Salary
INC001193,HH001193,66684,Agriculture
INC001194,HH001194,104082,Business
INC001195,HH001195,108532,Agriculture
INC001196,HH001196,112886,Agriculture
INC001197,HH001197,26602,Daily Wage
INC001198,HH001198,21883,Business
INC001199,HH001199,22678,Agriculture
INC001200,HH001200,60410,Daily Wage
INC001201,HH001201,85206,Daily Wage
INC001202,HH001202,64813,Business
INC001203,HH001203,13053,Business
INC001204,HH001204,51458,Agriculture
INC001205,HH001205,36214,Salary
INC001206,HH001206,56876,Agriculture
INC001207,HH001207,74636,Salary
INC001208,HH001208,61995,Salary
INC001209,HH001209,49654,Agriculture
INC001210,HH001210,22781,Agriculture
INC001211,HH001211,48746,Salary
INC001212,HH001212,80907,Daily Wage
INC001213,HH001213,49994,Business
INC001214,HH001214,87765,Salary
INC001215,HH001215,38218,Business
INC001216,HH001216,114160,Daily Wage
INC001217,HH001217,97328,Daily Wage
INC001218,HH001218,66649,Business
INC001219,HH001219,80132,Agriculture
INC001220,HH001220,46485,Daily Wage
INC001221,HH001221,84461,Daily Wage
INC001222,HH001222,118250,Business
INC001223,HH001223,59966,Salary
INC001224,HH001224,95578,Business
INC001225,HH001225,42578,Salary
INC001226,HH001226,86908,Business
INC001227,HH001227,80027,Agriculture
INC001228,HH001228,70552,Agriculture
INC001229,HH001229,112297,Agriculture
INC001230,HH001230,111641,Business
INC001231,HH001231,65818,Daily Wage
INC001232,HH001232,89977,Daily Wage
INC001233,HH001233,16463,Salary
INC001234,HH001234,74090,Agriculture
INC001235,HH001235,79806,Business
INC001236,HH001236,99687,Salary
INC001237,HH001237,63933,Business
INC001238,HH001238,82033,Business
INC001239,HH001239,92438,Agriculture
INC001240,HH001240,26447,Salary
INC001241,HH001241,113558,Agriculture
INC001242,HH001242,74048,Daily Wage
INC001243,HH001243,28455,Business
INC001244,HH001244,30562,Daily Wage
INC001245,HH001245,22918,Salary
INC001246,HH001246,101418,Salary
INC001247,HH001247,54655,Daily Wage
INC001248,HH001248,37379,Business
INC001249,HH001249,47143,Agriculture
INC001250,HH001250,82685,Salary
INC001251,HH001251,74751,Business
INC001252,HH001252,32388,Agriculture
INC001253,HH001253,115961,Agriculture
INC001254,HH001254,108056,Agriculture
INC001255,HH001255,80697,Business
INC001256,HH001256,93896,Agriculture
INC001257,HH001257,100048,Agriculture
INC001258,HH001258,27002,Salary
INC001259,HH001259,111547,Daily Wage
INC001260,HH001260,15155,Agriculture
INC001261,HH001261,100490,Business
INC001262,HH001262,36669,Salary
INC001263,HH001263,19121,Business
INC001264,HH001264,28607,Salary
INC001265,HH001265,13460,Daily Wage
INC001266,HH001266,116786,Business
INC001267,HH001267,67759,Agriculture
INC001268,HH001268,43293,Business
INC001269,HH001269,109860,Agriculture
INC001270,HH001270,51513,Agriculture
INC001271,HH001271,119943,Daily Wage
INC001272,HH001272,36971,Salary
INC001273,HH001273,118411,Salary
INC001274,HH001274,68423,Business
INC001275,HH001275,10627,Business
INC001276,HH001276,50215,Business
INC001277,HH001277,104613,Daily Wage
INC001278,HH001278,116324,Salary
INC001279,HH001279,100526,Agriculture
INC001280,HH001280,109358,Business
INC001281,HH001281,38348,Daily Wage
INC001282,HH001282,42784,Business
INC001283,HH001283,64608,Daily Wage
INC001284,HH001284,107838,Salary
INC001285,HH001285,20836,Agriculture
INC001286,HH001286,29612,Daily Wage
